RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03
102001,United States,0,181900,178800,174900,171800,170600,170400,169700,168500,165800,162200,159600,157900,155800,151700,148500,148000,149700,152100,153800,155500,157000,157800,158900,158800,159300,156700,154600,152200,152400,153000,154200,153900,153700,152800,152600,151500,148600,145800,143500,143900,145100,145500,145400,145100,145400,146400,145700,145600,145400,147100,148500,150500,152200,154500,155000,155900,156700,159400,160500,161000,161000,162200,164300,166300,169200,171500,172400,172300,170900,171400,170900,171900,171500,171800,172300,173200,174700,176400,177800,178100,178300,179100,180300,182000,183500,185300,186600,187400,188200,188300,188600,188100,187900,189600,191000,192100,191700,192300,192900,194400,195100,196900,197300,199100,200700,201600,202100,202700,203800,204200,204500,205000,206500,207600,209500,211000,213300,213900,216200,219700,223000,223300,220900,219900,219200,219300,219200,220500,222700,224000,226300,228200,230600,231000,231000,231700,232100,232900,233600,236000,239400,242400,245500,250000,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363200,363400,363200,362200,362600,360200,356900,355300,353700,354400,351200,345200,342100,340000,341900,345800,350000,354000,357000,356500,353500,349700,352300,356200,354800,353300,350100,354100,351100,355000,354900,359900,363900,367200,369100,365200,363000,362600,365400,366100,364900,364400,364300,364200,365200,364200,362700,361900,362600,368900,370600,370900,367700,365000,366500,363400,363200,362800,364700,366200,367800,365800,364400,363400,365300,366200,365900,365800,366800,365500,367900,367100,368000,364000,364700,365400,368700,370500,370200,371500,369600,371500,371200,375700,376800,378700,377100,377900,378500,380800,381800,384100,384400,385000,383600,384300,385200,387900,389700,390300,392000,392500,393600,395000,395900,398000,401200,406800,413200,415300,418600,433100
753899,"Los Angeles-Long Beach-Anaheim, CA",2,470900,459300,443700,432300,417200,404800,389800,378400,366100,355600,341800,332200,325500,319600,316600,322500,332500,341100,347300,352400,359100,362200,366200,363200,361400,356900,360800,358500,360400,356000,360400,358400,360200,356800,353500,353200,351100,351900,346700,342900,340900,339100,338400,333800,333300,331400,332000,330800,332200,336900,340000,344500,348700,356000,363700,370600,378600,386800,391900,395900,402300,415200,426400,436400,442500,447100,449500,450700,451500,452300,451000,453400,452700,456600,460600,462900,465700,466600,470200,473200,474300,476200,477000,483000,487100,492100,490800,494200,495100,499400,498300,497900,499700,507300,514700,516800,517600,519600,524400,525200,526000,529000,531400,528300,525400,521500,524900,521300,525800,527900,536300,538200,539200,540000,546800,558900,577100,587600,596000,598400,603200,603100,604500,606700,609400,610800,613200,618600,625300,625200,626600,625800,631900,635700,633300,631200,633300,637400,641700,644200,650700,658500,667600,676600,
394463,"Chicago, IL",3,251100,245900,231500,220500,217700,219900,224400,224300,217800,213600,207600,206700,201900,195800,186900,180400,180800,186300,190600,193100,192200,191900,192900,194400,192200,187200,180200,177800,173600,175500,173800,179000,178400,178400,175500,173500,168900,163300,156400,154300,155900,160700,162700,161200,156500,155500,152700,152600,151800,153000,152800,154400,156100,158500,158200,156300,155900,154900,156000,153900,153000,152600,156200,161000,168700,174800,178500,179400,177800,178500,177700,179000,177200,176800,176900,180800,184700,191300,193600,194000,190400,188900,189300,188800,189400,190800,192300,192400,190600,187100,184900,183200,181400,180400,178200,179100,179500,181400,182600,182700,183600,186200,187400,188500,188900,191300,193400,195700,198200,199000,198400,196500,195700,196900,197500,198700,199400,201600,206300,210600,216700,217400,215500,213900,214500,217200,217000,217800,220400,217800,219300,223300,232900,235600,232300,226300,222700,223300,224500,227700,229700,233900,234600,241400,249000
394514,"Dallas-Fort Worth, TX",4,144500,144100,142700,142500,144600,146500,146600,144800,143300,141400,139800,139600,140000,139800,140400,142900,146400,148800,149300,148700,147500,145800,144600,144400,145400,147100,146200,146400,147100,151100,152800,151400,150000,149900,151200,150300,146600,143000,141500,142400,145400,147300,149300,149300,148400,149600,149500,150700,150800,153200,155400,157600,159400,160200,162600,162600,163000,162500,163200,163200,163700,167200,170700,173100,176000,177200,179100,177800,178500,177800,176400,176800,177500,179100,179500,180700,182900,184900,185400,186000,187100,189600,191400,192700,193400,194900,196800,199000,201300,202300,202600,202700,202900,204000,203900,206000,207400,210000,212000,214800,216300,217600,219300,221800,224800,225600,227600,229900,232200,233500,233200,232900,232900,234200,236500,239000,240000,242300,243900,248000,249100,249300,247600,247500,248200,246400,246500,245800,247700,247900,248700,249300,249300,250200,251200,252700,254000,256300,258500,261400,263400,265400,268300,270000,
394974,"Philadelphia, PA",5,211700,211200,207100,199500,195600,196100,198600,199100,199800,197000,196100,194500,198300,198100,194300,188500,185600,188000,190600,192900,194800,197000,199200,200600,201200,201200,195900,190600,187000,184500,186300,187600,193000,194600,197200,197900,196000,192000,183400,180400,179000,182200,182000,182800,182800,184800,184400,185900,184700,184100,182500,183400,182300,183900,181700,184000,185500,189800,191100,190000,188700,187800,186600,188000,190000,193200,193100,192300,192000,192100,192700,191200,192100,190400,190000,189800,190100,191300,190500,191400,190000,189700,189000,188400,189000,191300,192500,192400,190200,190400,191800,191900,190900,187300,188600,190600,191400,189700,189100,191400,193000,192300,191900,191100,191500,195400,194400,196800,194600,197000,198400,199100,199600,197200,196300,194900,195500,196300,196700,194100,195400,196000,198800,197000,196500,197200,197700,198500,199900,201800,203300,205500,206700,212800,213200,215400,212900,213400,212900,216000,223100,228400,230400,231900,
394692,"Houston, TX",6,145800,144100,141400,142000,142900,144400,146500,145100,141200,135500,134300,134600,136900,138800,141400,144300,146600,149200,150300,149900,148000,145500,145200,144800,145100,144900,143500,142900,141900,144000,145100,146200,147500,150100,149700,148500,145200,142800,141100,142000,143300,146200,146700,148700,148500,150400,148800,146000,143700,146600,150300,154100,154700,155300,153800,153700,155400,156400,156500,154300,154900,158900,163400,167200,168700,170500,171600,171600,173100,173300,173200,173400,174800,177400,178300,178600,177400,179000,179700,181800,181000,182100,183900,184900,185400,184500,185600,187900,189300,190500,188400,188300,186400,188100,189500,190300,188400,188800,190600,193900,196000,196600,198000,198700,201000,201500,201800,202400,203100,203400,203900,205300,205500,205500,206500,208500,210100,208900,208800,209900,211200,213700,214400,214600,213300,213200,214000,215200,216200,218400,218800,220100,219800,221600,223000,224200,223900,224000,224800,228200,230700,233800,234400,235200,
395209,"Washington, DC",7,352900,342200,326700,313600,309700,308900,302000,294200,287800,281600,280400,276100,277500,270900,268400,269800,278200,289200,292600,290300,286100,284000,283000,279200,276600,277900,278000,276300,281300,277800,286100,282400,293000,290900,288200,286200,281600,279600,276000,277500,287100,294800,303100,294300,290500,282000,283800,278300,289700,296100,307900,310000,318600,320800,319600,316800,318700,318200,319600,315000,323400,326600,337300,339800,345700,347500,345500,342500,341700,341100,342000,339200,341000,337300,344100,345500,352200,349000,347000,345900,346800,350700,349000,349800,355000,355600,354300,346300,344600,342900,346200,348900,349400,343800,342600,345300,347400,348500,346300,348000,348600,349900,350000,353100,352900,354000,356000,356100,359100,357800,360300,358000,359700,360400,363700,363800,365800,368500,370800,371600,377600,379900,381800,375100,372600,373700,375800,376600,378000,378400,381800,383800,394400,394400,394800,387000,387500,388800,392500,395300,403700,403700,402200,398900,
394856,"Miami-Fort Lauderdale, FL",8,253200,244100,236500,229600,225600,222700,214400,206100,194000,187200,175300,166200,157100,149400,142800,138600,140100,143000,145000,144300,143800,144500,144200,143200,142100,140100,140000,137500,134200,129200,125100,126200,127300,126700,120400,115700,112900,114400,117900,121100,125300,123900,123000,121400,121400,124300,127000,129800,129700,132100,132400,136000,135700,137500,138600,140500,142700,147500,152200,155000,153300,154300,158800,162800,165800,168800,171400,172600,173300,175000,177200,176000,176800,177100,179900,181600,185900,185900,187700,186300,190400,192100,194100,193800,195400,197100,202600,206300,208800,207600,206700,206500,204300,205600,207100,213200,215100,217600,218100,219700,221000,223100,225600,228100,227100,227500,227900,232400,234000,236800,236300,238400,238200,241700,243900,245800,245500,247000,251300,253700,256500,255200,254100,252900,251800,252400,251400,255500,258000,260100,258300,261700,265200,267500,266100,266500,266600,269100,268100,271400,272700,277200,280100,285900,
394347,"Atlanta, GA",9,161200,153900,148600,145000,144100,145500,144400,143100,136500,130200,126300,123300,120900,115700,113000,113100,118100,123200,128300,130800,133800,133400,131900,126500,121700,119000,119400,119000,117600,114900,116500,117600,119800,117600,116700,110300,105900,100100,97600,96400,96800,96700,95000,91500,92400,92700,93400,92400,93400,95000,96100,96400,98400,100600,103400,105100,107500,111900,113700,117900,121200,127000,129900,133100,136500,139400,139100,138800,138700,139800,138900,139700,140200,142200,145900,149600,153900,155100,155500,155700,156300,159800,159900,162300,163000,173000,174700,175600,169500,169700,170900,171000,173100,173800,175100,174200,174800,175000,175000,172800,173600,174100,176300,177000,180300,179600,181500,181400,184700,185200,186500,187500,187800,186700,188100,190500,193700,194800,196700,200600,202800,205300,204000,204600,203400,200700,203600,206000,211200,211800,215700,218000,219100,217500,218600,219800,221700,221800,225500,227200,232600,233900,237500,241700,
394404,"Boston, MA",10,332900,326200,323800,320000,319900,319000,316800,315800,308800,302700,291600,290600,285300,288300,286000,290300,294800,301100,306700,306900,303200,305900,307000,310300,308200,307500,306500,308500,315300,322100,321200,320100,318500,315600,302700,291200,285700,287500,295300,304000,315100,318100,318900,312200,307800,300200,299300,296500,303600,307700,313500,319200,324300,327000,324000,323300,324100,322500,317400,317400,321500,330100,333100,335900,338800,343800,346000,348200,347200,348700,349200,350700,351500,347800,348300,348300,352700,354200,353400,353600,353500,355300,357100,360900,361700,359600,358000,358800,364800,369000,370300,369400,366900,367400,367800,366000,367000,368800,373200,376600,378300,379800,380900,381400,381900,383300,386000,389000,393900,394400,396400,395100,397800,398700,401400,404700,409700,411500,410100,411500,415000,421600,424000,426600,426700,427400,424500,426300,428900,427300,428600,432000,441000,439400,438400,437600,441400,442800,443300,448200,449200,454400,453500,463300,
395057,"San Francisco, CA",11,565500,521600,484100,458800,444800,425000,403200,374000,344900,325600,312700,304900,287500,275700,274800,296200,320100,339600,355000,364100,373200,384500,387400,382100,371700,362600,371200,376800,389600,392000,397700,393400,382700,377000,371900,367000,351800,343600,341300,342500,344200,349000,353200,352200,349600,345500,345700,342200,341100,347900,364200,383200,399200,408800,418200,425700,434000,448800,454200,455800,455400,480200,511000,534600,546000,548200,551100,549300,550400,552700,559900,564200,566600,566200,569200,569200,573700,581700,593900,597300,591900,586200,580600,588800,597100,610100,612400,611500,611800,620000,623900,623700,624300,641400,651000,648500,630000,625100,629700,644200,650900,651400,645300,643200,649500,662700,674500,677400,677000,684800,690700,696300,691200,697600,705900,719700,729600,737600,740000,750100,755100,762600,770700,775600,776000,762800,760400,771800,783200,786400,785900,790400,789000,785600,782900,780400,769800,758900,766400,783500,791500,803900,810200,814100,
395025,"Riverside, CA",12,300800,284700,268600,257700,246400,236200,225400,218300,208900,198600,188000,179600,171400,162200,155800,153900,154600,156800,158800,162600,166800,169900,173900,175300,176000,173100,173400,174300,174400,173900,174200,175400,174200,173100,173700,174400,173600,170700,168500,166800,166200,167000,168900,170000,170800,168900,169500,169600,172100,173900,175000,176000,177300,178500,182800,186800,194400,200200,205100,207600,211100,214300,219700,224000,229800,233000,237500,242200,246300,249000,251700,254400,255300,254600,256500,258100,259600,260200,261400,264700,266200,268200,268100,270800,272900,275400,274700,276000,277600,280800,282100,282800,284400,286300,289700,290500,291600,291900,293300,293800,295000,297000,301900,302300,303200,300800,299900,301100,303100,307500,308300,311000,311900,314400,317100,324600,328500,331400,335700,343700,345900,346000,344600,346900,347200,347900,350600,352400,353400,354600,357600,360500,360300,358900,358600,359400,359900,362700,367600,372200,372000,369800,371300,376000,
394976,"Phoenix, AZ",13,221200,212100,203700,198600,192200,186400,178300,171400,162400,152000,142000,131800,124300,117000,113000,114600,119000,123600,125200,125600,128300,128100,129200,128300,128500,127100,125200,124400,123900,121700,120400,118700,117400,113400,112400,111100,111000,108000,105400,105400,105400,107200,108500,110300,113600,115800,113200,109900,108700,113300,118600,121200,123300,125400,126900,130600,134700,137800,139800,139900,142600,144500,146900,149300,152200,153000,153800,154600,154400,155800,155500,156400,156000,156500,157100,156200,156600,156700,159200,159400,160300,162400,163000,166600,168500,172100,173800,175300,175900,176100,177300,179000,181200,183300,184400,185100,186200,188800,191400,193100,193700,195800,197700,200300,202500,202200,203800,204000,206100,205300,206200,207000,209000,211000,213000,215200,218200,220100,224700,227300,229600,229200,228100,230000,233500,236600,237400,238100,239100,239100,240900,242700,245200,243800,244400,246300,250200,251100,252400,254900,258700,262800,267400,273800,
395078,"Seattle, WA",14,348300,342200,330600,322100,314600,315000,314300,316200,310700,311400,310600,316500,311500,305900,294000,290800,285900,287700,290500,295100,295100,298300,303600,312000,311300,304600,295400,286700,292900,295300,297900,289800,287000,291700,290000,292500,284500,283200,271400,260100,249300,245300,246900,243900,242500,243400,244100,245300,242500,249900,254200,262900,265600,269400,273700,277400,281700,280100,277100,278800,283300,290500,293600,295100,299700,303900,308100,307400,304400,302300,300100,303800,304300,307200,304700,306900,309900,313400,316100,316500,318100,318100,320800,323100,328500,331300,333400,334500,332000,334100,334600,342100,341900,346000,347400,352300,354600,356200,358500,358600,360500,363000,366100,370100,375400,377900,380100,380600,384900,389900,393400,400000,402900,407700,411100,415000,421500,426000,431300,439700,450100,459500,454300,447000,439400,438300,437100,436800,438200,443100,450200,462400,469800,474000,470500,462300,455500,453700,457300,463300,467500,480900,493300,512700,
394865,"Minneapolis-St Paul, MN",15,218300,215100,208900,203400,200500,201000,202500,201700,198200,193400,189100,185400,181000,175700,173300,172100,174600,176000,179800,180200,179800,177800,176100,175800,174500,175200,172400,171200,173000,175300,176400,174500,173300,173800,169600,167800,160600,156200,150700,151600,153900,155900,155400,154700,153600,151800,151200,148700,148300,149200,152400,156600,160900,165000,169100,170200,170700,169100,168100,167300,167500,168600,171500,176400,182600,188600,191800,192700,191200,190100,188300,187700,185900,186200,188300,193000,196900,202200,201200,201500,198700,201200,200900,203800,205600,210600,210900,211200,210400,211800,213700,213900,214200,215300,216200,217600,216900,218300,219100,219500,220300,221600,223800,225200,224500,224100,225000,227200,229700,229900,230300,232400,234200,236400,237600,238700,240000,240300,243800,247700,251700,251900,250900,248700,247900,246900,247600,249700,252600,253000,253100,257200,263900,267800,266600,265200,265200,267300,269900,272900,274700,275400,276900,280900,288000
395056,"San Diego, CA",16,404200,396900,381900,370000,353500,341300,331300,321300,310100,301600,292600,289600,284000,284700,283200,290900,297800,308000,314500,317900,321300,325000,323400,326900,327200,334500,332300,330200,328400,327500,328900,329900,333000,334800,325500,320300,317300,321700,321300,318000,317100,315500,313400,312500,312900,314000,313200,312400,315800,321200,326600,327300,331700,335700,343700,349700,356800,363600,363100,364700,368200,381500,393400,400800,404900,407000,412200,412600,415200,416100,415900,416300,417700,423600,427200,429300,431500,434700,437000,440700,438600,436400,438000,443700,449700,449800,450900,454700,457700,459500,456900,456700,461600,466100,471500,470500,473100,476100,479800,479800,479300,481200,485200,493500,495700,499300,499000,504900,509000,511000,513400,517900,521200,524000,526600,531400,538900,542900,543100,545600,547800,556600,555900,557900,555200,557500,561100,562300,559900,556800,555300,558200,556700,560800,559700,563500,561600,564200,562200,568700,576500,581700,585500,588200,
395121,"St. Louis, MO",17,139800,137200,133800,131000,132800,133600,133300,132500,129800,128100,122700,124100,124500,126600,124100,123700,125300,127900,129700,132400,133000,132700,132200,130400,131100,128800,130200,129100,129100,127200,126800,125100,124100,123700,125500,125900,120500,116500,114800,116300,118700,120300,121400,120500,120900,119300,115800,112700,114000,116600,119300,120200,121700,123000,124000,124800,123200,123400,122000,122700,122700,125800,127700,131000,133000,135300,135500,134400,132800,131700,131800,132600,133100,133300,134400,136600,138800,139700,139400,138900,139700,140900,142700,144600,147600,147000,146400,145400,147500,147800,147600,147000,146600,147800,150300,150100,147900,145900,147000,148800,147600,147000,146700,147500,148200,148800,150900,153400,155500,153600,151700,149400,150700,150900,152100,154100,156300,157100,156400,157900,159200,160800,159400,157100,155700,156000,154100,155100,155700,160500,164600,164300,167300,165400,167700,166500,165100,165100,164900,169800,172200,175900,178200,180900,
395148,"Tampa, FL",18,176500,170000,164000,159800,155800,152800,150200,146200,141500,136400,131700,129200,126100,124600,121900,120900,121300,120900,122100,122200,124500,123400,123700,122800,120300,118800,116300,116700,111500,110200,108400,110500,109000,107700,103300,98300,94500,93100,93500,95300,95800,98100,98700,98900,97200,97000,99300,100800,101000,101900,103700,105700,106400,107400,108900,110000,113500,115400,117200,117000,118300,120300,122400,122600,124400,126800,128400,127900,126700,128000,127600,127600,125700,126000,127800,129900,133200,134300,135000,136200,135800,136800,135600,137100,139500,142800,144600,144800,145100,145300,146600,148200,149200,151000,153600,157800,158600,159800,160100,164200,163800,166500,166300,169100,169800,170600,173700,176000,177900,176800,176400,177400,179800,180800,182900,184100,187900,189500,194200,198200,201900,202300,200900,202300,203200,205700,207600,210000,215300,217300,220400,217600,213900,210200,207800,208200,208300,210600,213800,217800,219900,222600,228200,235500,
394358,"Baltimore, MD",19,241500,238700,231600,225800,221800,223800,228000,229500,228000,223600,224300,224900,224800,222600,216000,214600,209100,215700,216700,222000,218400,224000,225500,229100,223200,215100,206800,204700,202900,206400,200800,202500,199500,199500,208900,219300,219500,209500,195700,199600,198300,206200,200600,202500,202500,210200,216500,216100,213900,210600,209200,212200,211500,212100,211600,217700,221600,222000,224300,221100,217000,212000,212400,218300,224400,229100,228500,222400,220600,222700,226900,227500,229200,228300,228900,228700,228500,229300,228900,230000,229000,229700,228200,227800,226400,224300,222100,223900,231900,232600,230900,224900,224100,226200,227200,234200,235100,238200,236200,236000,237000,237400,238400,238300,236000,233500,233000,234800,234500,232500,234100,234700,235900,234700,236900,238000,239900,240700,241300,240900,240900,241400,241500,242100,242300,242400,242500,241500,241400,239600,239800,241000,241500,243700,247500,251700,253800,251600,251900,248900,250600,248400,249400,251500,
394530,"Denver, CO",20,195900,192800,191300,189600,191800,193900,192700,190500,185000,180200,170700,168000,168300,174900,180000,186600,193100,199500,201000,202400,201300,200800,197800,198500,198900,200400,200200,199900,204500,208400,212100,210200,208200,207300,202500,198300,193700,192600,191700,193600,195300,198700,200000,201300,202300,202400,203500,198800,198900,202800,212800,220500,225900,230300,233300,233900,234500,232900,232100,230900,233200,236500,239200,241900,246200,248800,250400,249900,250400,250100,249200,247100,248000,249500,253100,255300,258800,261200,263500,264100,267800,270500,276000,277600,282000,283800,288200,290200,291800,294000,295200,298200,301900,306400,310500,314300,316700,317800,320300,322800,327800,329200,332000,333800,336300,340000,342600,346200,347000,349600,349400,353600,355000,359000,362000,366200,368700,371700,375700,382800,385700,388500,388400,388800,388900,389500,391500,393600,394500,394900,395200,395600,395600,395500,397800,397100,400600,401700,406900,407400,412700,412400,415500,416300,421900
394982,"Pittsburgh, PA",21,95100,95200,95400,94900,97600,98300,96600,93900,93000,89700,86100,84200,86400,89000,93100,97400,102300,103800,104700,105300,106600,105000,103800,102400,105000,107600,109300,108600,105300,103100,103600,105900,107300,106400,104800,102300,103100,100700,104200,104800,110100,110300,110700,109800,109300,107600,108600,109500,109600,111500,113100,117300,116800,116700,117400,117700,118500,116600,117700,115500,115800,114700,118100,120600,121000,120600,120900,120300,119800,116500,115600,115800,118100,119800,120200,121600,121400,122800,123200,125000,124300,125200,125300,127000,128500,127000,125600,125000,127200,128800,128700,128000,127700,127700,129000,129100,128100,129600,129900,131400,130100,129600,129400,129600,130500,130500,133100,133600,135500,134000,134900,134300,134500,134400,134700,136300,138100,136400,135300,136900,143500,144400,142500,141400,142300,142400,141000,139300,139600,139700,142600,147400,150700,148600,146600,144900,147300,147700,146200,146600,148300,149000,153000,158100,
394998,"Portland, OR",22,279200,271700,269000,266900,268300,267900,262100,258900,255300,255300,255100,256300,253200,246300,237500,235100,233300,236000,235500,236300,234000,236900,237900,237900,235600,234600,232000,229200,229600,234400,236600,233800,231600,230800,229000,222500,214500,209700,207800,207600,208700,209600,212600,212700,217000,215000,213200,207700,206900,209500,213300,220100,224600,229300,231100,232800,234700,238500,243100,242200,244700,244400,250000,249700,254800,256900,261200,261500,263500,261300,260200,261900,263800,265800,264600,265400,268400,270100,272000,273000,276000,278200,278500,279100,279200,282000,283300,287600,289100,290700,290900,292200,293700,299300,303300,305100,307300,312500,318700,321500,320600,322400,324800,327500,330300,332200,338700,340500,342900,343500,345600,348600,351100,354300,356100,359800,362400,365400,371500,377200,380600,378300,378200,379600,378800,379400,379000,382100,381200,383000,382800,386700,387900,387200,386500,385600,386800,388500,390800,395700,400600,403500,407100,409800,
394458,"Charlotte, NC",23,153400,150900,147900,145400,145500,145500,147400,147700,145700,144900,141300,142600,140800,141000,138900,140500,143000,144800,145800,147400,148700,147100,146900,143800,142600,140300,140900,141700,142100,141900,142400,143100,144500,144200,144900,143400,140000,135900,133700,136200,136800,140600,138800,140500,137000,139100,138200,140100,140500,141200,143900,146600,147500,147400,146800,148700,147700,147800,147900,150100,150600,151600,154600,156100,157400,157100,157700,159600,160600,163700,163000,162200,161600,161500,162300,162400,165000,166300,168400,168100,167900,168000,169500,173700,175000,177500,177700,178200,177300,177400,178800,180200,182300,182900,184200,182700,181700,181800,182400,184800,185400,188200,189100,191100,190700,188800,186000,183100,184400,185200,186700,189400,194000,194500,193500,191900,195300,198800,203800,208800,211900,212900,214800,215100,213700,213800,214300,216500,218200,219500,223400,226800,228800,228600,228700,229600,230200,228600,233100,235700,239400,241900,246100,251300,
395045,"Sacramento, CA",24,286100,274500,258600,244600,233700,229800,224900,220400,210800,202400,196100,191000,188800,187400,189200,191500,197100,201900,205100,206600,207000,208800,210000,208600,207300,206700,206200,204400,203000,203100,204000,201500,201800,198800,196500,191000,186000,183900,179300,178500,176000,178000,179500,177200,178100,177300,180600,180800,181400,182300,181400,183200,186900,192900,200900,205600,212100,215300,222100,227500,234600,238800,244200,249300,256300,259900,264900,265800,268200,268200,270300,274400,276600,279900,282700,284700,286500,287000,290100,291800,289500,291400,291700,301100,301600,304900,302800,304000,305300,305200,306500,307100,309400,312400,318100,321300,324400,324100,325400,327300,328900,333400,334100,338800,339900,341100,342200,342200,343200,344700,347500,352400,356100,360400,364200,367200,370200,372400,376400,379300,380400,383900,383700,385600,382700,383200,384600,383700,386700,387300,391600,393300,394300,398700,399200,400800,399100,400800,401500,399700,400600,401500,406100,410800,
395055,"San Antonio, TX",25,140600,141300,139400,139500,139400,141100,140700,140200,138600,136500,136600,138000,141400,142200,142300,142000,144300,144900,145000,143000,141400,140000,140800,143200,143500,141600,138600,137700,139500,143200,145600,146800,149000,151000,150100,147200,144500,142500,141300,141100,142800,143100,143900,144200,144900,145200,143700,144200,145500,147600,149300,151100,152300,151500,149900,150900,152400,153200,150500,151600,151800,155100,155800,159800,162200,163300,161600,161500,161800,162900,163700,164100,164100,165200,166300,166800,166900,167200,169400,169400,171000,172100,174400,175400,176600,176900,177300,177900,178500,179100,178900,179900,179300,179900,180700,182200,184200,184200,185700,184500,186900,188000,189900,189200,189400,190100,189800,191000,189300,190700,189500,192200,191700,193000,192700,193800,194200,197700,198800,199700,199500,201200,203100,203100,203400,203500,204400,207200,209400,209300,206000,206300,207300,209800,210200,211800,214300,216100,217800,219100,218100,219100,219400,223500,
394943,"Orlando, FL",26,221500,213600,203400,198900,196000,193600,188800,181500,174200,165900,161000,155900,146500,136700,125800,121700,119000,120800,120300,120700,120200,121000,115500,112700,108000,109200,107900,107500,105200,101400,98700,98600,100300,100300,98900,96300,97000,97500,100100,100100,102200,102500,104400,104900,108100,110500,111800,111000,109900,110000,110600,112500,114200,115800,117800,119500,121600,123800,126600,129400,130700,132100,132100,134500,137600,142600,144900,145400,146400,147400,148400,149500,148300,150300,150000,153300,152500,153200,153600,155700,156200,157000,156100,158400,160200,162800,164500,164100,166300,166800,170100,171700,173500,174800,178300,179700,180000,179000,181100,184500,186700,188200,188500,190600,191200,193100,194300,196000,199200,200800,202200,203000,204500,207300,209700,211700,212000,214200,219500,229400,234000,236800,235700,237100,238100,239600,241400,243400,246800,251300,252400,252000,245600,241800,239800,240500,241200,241300,244200,245800,248300,252900,256700,262000,
394466,"Cincinnati, OH",27,131900,128100,124500,124300,123000,122700,121100,121100,119100,113200,109000,106800,109000,112000,113200,114600,114100,115700,117700,121700,124100,123800,121600,119500,120200,119900,120400,118900,117400,116200,117500,119700,118600,118500,119200,120900,116700,112000,109700,111500,114400,115900,114800,112900,112600,114900,116800,114600,112400,111200,113200,115700,117300,119000,119300,120400,120000,119700,120700,120200,121500,120100,123300,123700,126100,125400,126500,124500,124900,124500,124600,124200,123000,124200,125700,129300,131500,133200,131900,131800,130700,131400,128800,128900,129900,131500,134400,134900,136700,135800,136400,136400,134300,139400,140800,145000,142400,144100,143200,143000,142100,142100,142400,145500,147800,148400,150300,149800,149000,147100,145200,146500,146700,149500,150400,150500,152300,153500,155900,159100,160500,161300,158400,156900,154600,156400,157400,160400,161100,162500,163400,166200,167600,166900,164400,162800,163200,163200,166300,167400,169000,170900,174600,182200,
394475,"Cleveland, OH",28,112800,110100,107700,105800,104800,105400,102900,99200,89300,84500,78400,77400,75400,82200,90300,97800,101400,103300,106200,109300,112500,111500,111300,111400,115100,114400,114300,111700,108700,105000,102300,104300,108400,112200,107700,101000,93700,93600,93600,98900,100600,103100,101100,100700,98500,100800,98900,98400,93700,96800,99000,100200,102400,105400,109000,108300,106300,106000,104800,104600,104200,102600,103100,104400,108900,110500,111300,109400,108900,106500,106700,103100,105000,105900,110400,110600,112900,115000,114600,113900,113000,114300,114000,109000,108500,107000,112600,113800,116300,116100,116900,115800,114500,114300,112700,114400,112200,116500,117400,121100,119600,120200,119400,120300,121300,122500,124200,123500,123600,124300,126000,125600,124000,123000,123600,127500,130900,131900,132400,133200,134800,133800,132400,130700,128600,128400,129200,129800,130400,131600,134100,135800,138900,140100,141200,139700,140000,137500,138000,135900,137000,136500,139100,143100,
